x_tile,y_tile,tile,palette,flip_x,flip_y,priority,piece_ref
113,0,1,3,False,False,0,0000
114,0,1,3,False,False,0,0000
115,0,1,3,False,False,0,0000
116,0,1,3,False,False,0,0000
117,0,1,3,False,False,0,0000
118,0,1,3,False,False,0,0000
119,0,1,3,False,False,0,0000
120,0,1,3,False,False,0,0000
121,0,1,3,False,False,0,0000
122,0,1,3,False,False,0,0000
123,0,1,3,False,False,0,0000
124,0,1,3,False,False,0,0000
125,0,1,3,False,False,0,0000
126,0,1,3,False,False,0,0000
127,0,1,3,False,False,0,0000
128,0,1,3,False,False,0,0000
129,0,1,3,False,False,0,0000
130,0,1,3,False,False,0,0000
131,0,1,3,False,False,0,0000
132,0,1,3,False,False,0,0000
133,0,1,3,False,False,0,0000
134,0,1,3,False,False,0,0000
135,0,1,3,False,False,0,0000
136,0,1,3,False,False,0,0000
137,0,1,3,False,False,0,0000
138,0,1,3,False,False,0,0000
139,0,1,3,False,False,0,0000
140,0,1,3,False,False,0,0000
141,0,1,3,False,False,0,0000
142,0,1,3,False,False,0,0000
143,0,1,3,False,False,0,0000
144,0,1,3,False,False,0,0000
145,0,1,3,False,False,0,0000
146,0,1,3,False,False,0,0000
147,0,1,3,False,False,0,0000
148,0,1,3,False,False,0,0000
149,0,1,3,False,False,0,0000
150,0,1,3,False,False,0,0000
151,0,1,3,False,False,0,0000
152,0,1,3,False,False,0,0000
153,0,1,3,False,False,0,0000
154,0,1,3,False,False,0,0000
155,0,1,3,False,False,0,0000
156,0,1,3,False,False,0,0000
157,0,1,3,False,False,0,0000
158,0,1,3,False,False,0,0000
159,0,1,3,False,False,0,0000
160,0,1,3,False,False,0,0000
161,0,1,3,False,False,0,0000
162,0,1,3,False,False,0,0000
163,0,1,3,False,False,0,0000
164,0,1,3,False,False,0,0000
165,0,1,3,False,False,0,0000
166,0,1,3,False,False,0,0000
167,0,1,3,False,False,0,0000
168,0,1,3,False,False,0,0000
169,0,1,3,False,False,0,0000
170,0,1,3,False,False,0,0000
171,0,1,3,False,False,0,0000
172,0,1,3,False,False,0,0000
173,0,1,3,False,False,0,0000
174,0,1,3,False,False,0,0000
175,0,1,3,False,False,0,0000
176,0,1,3,False,False,0,0000
177,0,1,3,False,False,0,0000
178,0,1,3,False,False,0,0000
179,0,1,3,False,False,0,0000
180,0,1,3,False,False,0,0000
181,0,1,3,False,False,0,0000
182,0,1,3,False,False,0,0000
183,0,1,3,False,False,0,0000
184,0,1,3,False,False,0,0000
185,0,1,3,False,False,0,0000
186,0,1,3,False,False,0,0000
187,0,1,3,False,False,0,0000
188,0,1,3,False,False,0,0000
189,0,1,3,False,False,0,0000
190,0,1,3,False,False,0,0000
191,0,1,3,False,False,0,0000
192,0,1,3,False,False,0,0000
193,0,1,3,False,False,0,0000
194,0,1,3,False,False,0,0000
195,0,1,3,False,False,0,0000
196,0,1,3,False,False,0,0000
197,0,1,3,False,False,0,0000
198,0,1,3,False,False,0,0000
199,0,1,3,False,False,0,0000
200,0,1,3,False,False,0,0000
201,0,1,3,False,False,0,0000
202,0,1,3,False,False,0,0000
203,0,1,3,False,False,0,0000
204,0,1,3,False,False,0,0000
205,0,1,3,False,False,0,0000
206,0,1,3,False,False,0,0000
207,0,1,3,False,False,0,0000
208,0,1,3,False,False,0,0000
209,0,1,3,False,False,0,0000
210,0,1,3,False,False,0,0000
211,0,1,3,False,False,0,0000
212,0,1,3,False,False,0,0000
213,0,1,3,False,False,0,0000
214,0,1,3,False,False,0,0000
215,0,1,3,False,False,0,0000
216,0,1,3,False,False,0,0000
217,0,1,3,False,False,0,0000
218,0,1,3,False,False,0,0000
219,0,1,3,False,False,0,0000
220,0,1,3,False,False,0,0000
221,0,1,3,False,False,0,0000
222,0,1,3,False,False,0,0000
223,0,1,3,False,False,0,0000
224,0,1,3,False,False,0,0000
225,0,1,3,False,False,0,0000
226,0,1,3,False,False,0,0000
227,0,1,3,False,False,0,0000
228,0,1,3,False,False,0,0000
229,0,1,3,False,False,0,0000
230,0,1,3,False,False,0,0000
231,0,1,3,False,False,0,0000
232,0,1,3,False,False,0,0000
233,0,1,3,False,False,0,0000
234,0,1,3,False,False,0,0000
235,0,1,3,False,False,0,0000
236,0,1,3,False,False,0,0000
237,0,1,3,False,False,0,0000
238,0,1,3,False,False,0,0000
239,0,1,3,False,False,0,0000
240,0,1,3,False,False,0,0000
241,0,1,3,False,False,0,0000
242,0,1,3,False,False,0,0000
243,0,1,3,False,False,0,0000
244,0,1,3,False,False,0,0000
245,0,1,3,False,False,0,0000
246,0,1,3,False,False,0,0000
247,0,1,3,False,False,0,0000
248,0,1,3,False,False,0,0000
249,0,1,3,False,False,0,0000
250,0,1,3,False,False,0,0000
251,0,1,3,False,False,0,0000
252,0,1,3,False,False,0,0000
253,0,1,3,False,False,0,0000
254,0,1,3,False,False,0,0000
255,0,1,3,False,False,0,0000
256,0,1,3,False,False,0,0000
257,0,1,3,False,False,0,0000
258,0,1,3,False,False,0,0000
259,0,1,3,False,False,0,0000
260,0,1,3,False,False,0,0000
261,0,1,3,False,False,0,0000
262,0,1,3,False,False,0,0000
263,0,1,3,False,False,0,0000
264,0,1,3,False,False,0,0000
265,0,1,3,False,False,0,0000
266,0,1,3,False,False,0,0000
267,0,1,3,False,False,0,0000
268,0,1,3,False,False,0,0000
269,0,1,3,False,False,0,0000
270,0,1,3,False,False,0,0000
271,0,1,3,False,False,0,0000
272,0,1,3,False,False,0,0000
273,0,1,3,False,False,0,0000
274,0,1,3,False,False,0,0000
275,0,1,3,False,False,0,0000
276,0,1,3,False,False,0,0000
277,0,1,3,False,False,0,0000
278,0,1,3,False,False,0,0000
279,0,1,3,False,False,0,0000
280,0,1,3,False,False,0,0000
281,0,1,3,False,False,0,0000
282,0,1,3,False,False,0,0000
283,0,1,3,False,False,0,0000
284,0,1,3,False,False,0,0000
285,0,1,3,False,False,0,0000
286,0,1,3,False,False,0,0000
287,0,1,3,False,False,0,0000
288,0,1,3,False,False,0,0000
289,0,1,3,False,False,0,0000
290,0,1,3,False,False,0,0000
291,0,1,3,False,False,0,0000
292,0,1,3,False,False,0,0000
293,0,1,3,False,False,0,0000
294,0,1,3,False,False,0,0000
295,0,1,3,False,False,0,0000
296,0,1,3,False,False,0,0000
297,0,1,3,False,False,0,0000
298,0,1,3,False,False,0,0000
299,0,1,3,False,False,0,0000
300,0,1,3,False,False,0,0000
301,0,1,3,False,False,0,0000
302,0,1,3,False,False,0,0000
303,0,1,3,False,False,0,0000
304,0,1,3,False,False,0,0000
305,0,1,3,False,False,0,0000
306,0,1,3,False,False,0,0000
307,0,1,3,False,False,0,0000
308,0,1,3,False,False,0,0000
309,0,1,3,False,False,0,0000
310,0,1,3,False,False,0,0000
311,0,1,3,False,False,0,0000
312,0,1,3,False,False,0,0000
313,0,1,3,False,False,0,0000
314,0,1,3,False,False,0,0000
315,0,1,3,False,False,0,0000
316,0,1,3,False,False,0,0000
317,0,1,3,False,False,0,0000
318,0,1,3,False,False,0,0000
319,0,1,3,False,False,0,0000
320,0,1,3,False,False,0,0000
321,0,1,3,False,False,0,0000
322,0,1,3,False,False,0,0000
323,0,1,3,False,False,0,0000
324,0,1,3,False,False,0,0000
325,0,1,3,False,False,0,0000
326,0,1,3,False,False,0,0000
327,0,1,3,False,False,0,0000
328,0,1,3,False,False,0,0000
329,0,1,3,False,False,0,0000
330,0,1,3,False,False,0,0000
331,0,1,3,False,False,0,0000
332,0,1,3,False,False,0,0000
333,0,1,3,False,False,0,0000
334,0,1,3,False,False,0,0000
335,0,1,3,False,False,0,0000
336,0,1,3,False,False,0,0000
337,0,1,3,False,False,0,0000
338,0,1,3,False,False,0,0000
339,0,1,3,False,False,0,0000
340,0,1,3,False,False,0,0000
341,0,1,3,False,False,0,0000
342,0,1,3,False,False,0,0000
343,0,1,3,False,False,0,0000
344,0,1,3,False,False,0,0000
345,0,1,3,False,False,0,0000
346,0,1,3,False,False,0,0000
347,0,1,3,False,False,0,0000
348,0,1,3,False,False,0,0000
349,0,1,3,False,False,0,0000
350,0,1,3,False,False,0,0000
351,0,1,3,False,False,0,0000
352,0,1,3,False,False,0,0000
353,0,1,3,False,False,0,0000
354,0,1,3,False,False,0,0000
355,0,1,3,False,False,0,0000
356,0,1,3,False,False,0,0000
357,0,1,3,False,False,0,0000
358,0,1,3,False,False,0,0000
359,0,1,3,False,False,0,0000
360,0,1,3,False,False,0,0000
361,0,1,3,False,False,0,0000
362,0,1,3,False,False,0,0000
363,0,1,3,False,False,0,0000
364,0,1,3,False,False,0,0000
365,0,1,3,False,False,0,0000
366,0,1,3,False,False,0,0000
367,0,1,3,False,False,0,0000
368,0,1,3,False,False,0,0000
369,0,1,3,False,False,0,0000
370,0,1,3,False,False,0,0000
371,0,1,3,False,False,0,0000
372,0,1,3,False,False,0,0000
373,0,1,3,False,False,0,0000
374,0,1,3,False,False,0,0000
375,0,1,3,False,False,0,0000
376,0,1,3,False,False,0,0000
377,0,1,3,False,False,0,0000
378,0,1,3,False,False,0,0000
379,0,1,3,False,False,0,0000
380,0,1,3,False,False,0,0000
381,0,1,3,False,False,0,0000
382,0,1,3,False,False,0,0000
383,0,1,3,False,False,0,0000
0,1,1,3,False,False,0,0000
1,1,1,3,False,False,0,0000
2,1,1,3,False,False,0,0000
3,1,1,3,False,False,0,0000
4,1,1,3,False,False,0,0000
5,1,1,3,False,False,0,0000
6,1,1,3,False,False,0,0000
7,1,1,3,False,False,0,0000
8,1,1,3,False,False,0,0000
9,1,1,3,False,False,0,0000
10,1,1,3,False,False,0,0000
11,1,1,3,False,False,0,0000
12,1,1,3,False,False,0,0000
13,1,1,3,False,False,0,0000
14,1,1,3,False,False,0,0000
15,1,1,3,False,False,0,0000
16,1,1,3,False,False,0,0000
17,1,1,3,False,False,0,0000
18,1,1,3,False,False,0,0000
19,1,1,3,False,False,0,0000
20,1,1,3,False,False,0,0000
21,1,1,3,False,False,0,0000
22,1,1,3,False,False,0,0000
23,1,1,3,False,False,0,0000
24,1,1,3,False,False,0,0000
25,1,1,3,False,False,0,0000
26,1,1,3,False,False,0,0000
27,1,1,3,False,False,0,0000
28,1,1,3,False,False,0,0000
29,1,1,3,False,False,0,0000
30,1,1,3,False,False,0,0000
31,1,1,3,False,False,0,0000
32,1,1,3,False,False,0,0000
33,1,1,3,False,False,0,0000
34,1,1,3,False,False,0,0000
35,1,1,3,False,False,0,0000
36,1,1,3,False,False,0,0000
37,1,1,3,False,False,0,0000
38,1,1,3,False,False,0,0000
39,1,1,3,False,False,0,0000
40,1,1,3,False,False,0,0000
41,1,1,3,False,False,0,0000
42,1,1,3,False,False,0,0000
43,1,1,3,False,False,0,0000
44,1,1,3,False,False,0,0000
45,1,1,3,False,False,0,0000
46,1,1,3,False,False,0,0000
47,1,1,3,False,False,0,0000
48,1,1,3,False,False,0,0000
49,1,1,3,False,False,0,0000
50,1,1,3,False,False,0,0000
51,1,1,3,False,False,0,0000
52,1,1,3,False,False,0,0000
53,1,1,3,False,False,0,0000
54,1,1,3,False,False,0,0000
55,1,1,3,False,False,0,0000
56,1,1,3,False,False,0,0000
57,1,1,3,False,False,0,0000
58,1,1,3,False,False,0,0000
59,1,1,3,False,False,0,0000
60,1,1,3,False,False,0,0000
61,1,1,3,False,False,0,0000
62,1,1,3,False,False,0,0000
63,1,1,3,False,False,0,0000
64,1,1,3,False,False,0,0000
65,1,1,3,False,False,0,0000
66,1,1,3,False,False,0,0000
67,1,1,3,False,False,0,0000
68,1,1,3,False,False,0,0000
69,1,1,3,False,False,0,0000
70,1,1,3,False,False,0,0000
71,1,1,3,False,False,0,0000
72,1,1,3,False,False,0,0000
73,1,1,3,False,False,0,0000
74,1,1,3,False,False,0,0000
75,1,1,3,False,False,0,0000
76,1,1,3,False,False,0,0000
77,1,1,3,False,False,0,0000
78,1,1,3,False,False,0,0000
79,1,1,3,False,False,0,0000
80,1,1,3,False,False,0,0000
81,1,1,3,False,False,0,0000
82,1,1,3,False,False,0,0000
83,1,1,3,False,False,0,0000
84,1,1,3,False,False,0,0000
85,1,1,3,False,False,0,0000
86,1,1,3,False,False,0,0000
87,1,1,3,False,False,0,0000
88,1,1,3,False,False,0,0000
89,1,1,3,False,False,0,0000
90,1,1,3,False,False,0,0000
91,1,1,3,False,False,0,0000
92,1,1,3,False,False,0,0000
93,1,1,3,False,False,0,0000
94,1,1,3,False,False,0,0000
95,1,1,3,False,False,0,0000
96,1,1,3,False,False,0,0000
97,1,1,3,False,False,0,0000
98,1,1,3,False,False,0,0000
99,1,1,3,False,False,0,0000
100,1,1,3,False,False,0,0000
101,1,1,3,False,False,0,0000
102,1,1,3,False,False,0,0000
103,1,1,3,False,False,0,0000
104,1,1,3,False,False,0,0000
105,1,1,3,False,False,0,0000
106,1,1,3,False,False,0,0000
107,1,1,3,False,False,0,0000
108,1,1,3,False,False,0,0000
109,1,1,3,False,False,0,0000
110,1,1,3,False,False,0,0000
111,1,1,3,False,False,0,0000
112,1,1,3,False,False,0,0000
113,1,1,3,False,False,0,0000
114,1,1,3,False,False,0,0000
115,1,1,3,False,False,0,0000
116,1,1,3,False,False,0,0000
117,1,1,3,False,False,0,0000
118,1,1,3,False,False,0,0000
119,1,1,3,False,False,0,0000
120,1,1,3,False,False,0,0000
121,1,1,3,False,False,0,0000
122,1,1,3,False,False,0,0000
123,1,1,3,False,False,0,0000
124,1,1,3,False,False,0,0000
125,1,1,3,False,False,0,0000
126,1,1,3,False,False,0,0000
127,1,1,3,False,False,0,0000
128,1,1,3,False,False,0,0000
129,1,1,3,False,False,0,0000
130,1,1,3,False,False,0,0000
131,1,1,3,False,False,0,0000
132,1,1,3,False,False,0,0000
133,1,1,3,False,False,0,0000
134,1,1,3,False,False,0,0000
135,1,1,3,False,False,0,0000
136,1,1,3,False,False,0,0000
137,1,1,3,False,False,0,0000
138,1,1,3,False,False,0,0000
139,1,1,3,False,False,0,0000
140,1,1,3,False,False,0,0000
141,1,1,3,False,False,0,0000
142,1,1,3,False,False,0,0000
143,1,1,3,False,False,0,0000
144,1,1,3,False,False,0,0000
145,1,1,3,False,False,0,0000
146,1,1,3,False,False,0,0000
147,1,1,3,False,False,0,0000
148,1,1,3,False,False,0,0000
149,1,1,3,False,False,0,0000
150,1,1,3,False,False,0,0000
151,1,1,3,False,False,0,0000
152,1,1,3,False,False,0,0000
153,1,1,3,False,False,0,0000
154,1,1,3,False,False,0,0000
155,1,1,3,False,False,0,0000
156,1,1,3,False,False,0,0000
157,1,1,3,False,False,0,0000
158,1,1,3,False,False,0,0000
159,1,1,3,False,False,0,0000
160,1,1,3,False,False,0,0000
161,1,1,3,False,False,0,0000
162,1,1,3,False,False,0,0000
163,1,1,3,False,False,0,0000
164,1,1,3,False,False,0,0000
165,1,1,3,False,False,0,0000
166,1,1,3,False,False,0,0000
167,1,1,3,False,False,0,0000
168,1,1,3,False,False,0,0000
169,1,1,3,False,False,0,0000
170,1,1,3,False,False,0,0000
171,1,1,3,False,False,0,0000
172,1,1,3,False,False,0,0000
173,1,1,3,False,False,0,0000
174,1,1,3,False,False,0,0000
175,1,1,3,False,False,0,0000
176,1,1,3,False,False,0,0000
177,1,1,3,False,False,0,0000
178,1,1,3,False,False,0,0000
179,1,1,3,False,False,0,0000
180,1,1,3,False,False,0,0000
181,1,1,3,False,False,0,0000
182,1,1,3,False,False,0,0000
183,1,1,3,False,False,0,0000
184,1,1,3,False,False,0,0000
185,1,1,3,False,False,0,0000
186,1,1,3,False,False,0,0000
187,1,1,3,False,False,0,0000
188,1,1,3,False,False,0,0000
189,1,1,3,False,False,0,0000
190,1,1,3,False,False,0,0000
191,1,1,3,False,False,0,0000
192,1,1,3,False,False,0,0000
193,1,1,3,False,False,0,0000
194,1,1,3,False,False,0,0000
195,1,1,3,False,False,0,0000
196,1,1,3,False,False,0,0000
197,1,1,3,False,False,0,0000
198,1,1,3,False,False,0,0000
199,1,1,3,False,False,0,0000
200,1,1,3,False,False,0,0000
201,1,1,3,False,False,0,0000
202,1,1,3,False,False,0,0000
203,1,1,3,False,False,0,0000
204,1,1,3,False,False,0,0000
205,1,1,3,False,False,0,0000
206,1,1,3,False,False,0,0000
207,1,1,3,False,False,0,0000
208,1,1,3,False,False,0,0000
209,1,1,3,False,False,0,0000
210,1,1,3,False,False,0,0000
211,1,1,3,False,False,0,0000
212,1,1,3,False,False,0,0000
213,1,1,3,False,False,0,0000
214,1,1,3,False,False,0,0000
215,1,1,3,False,False,0,0000
216,1,1,3,False,False,0,0000
217,1,1,3,False,False,0,0000
218,1,1,3,False,False,0,0000
219,1,1,3,False,False,0,0000
220,1,1,3,False,False,0,0000
221,1,1,3,False,False,0,0000
222,1,1,3,False,False,0,0000
223,1,1,3,False,False,0,0000
224,1,1,3,False,False,0,0000
225,1,1,3,False,False,0,0000
226,1,1,3,False,False,0,0000
227,1,1,3,False,False,0,0000
228,1,1,3,False,False,0,0000
229,1,1,3,False,False,0,0000
230,1,1,3,False,False,0,0000
231,1,1,3,False,False,0,0000
232,1,1,3,False,False,0,0000
233,1,1,3,False,False,0,0000
234,1,1,3,False,False,0,0000
235,1,1,3,False,False,0,0000
236,1,1,3,False,False,0,0000
237,1,1,3,False,False,0,0000
238,1,1,3,False,False,0,0000
239,1,1,3,False,False,0,0000
240,1,1,3,False,False,0,0000
241,1,1,3,False,False,0,0000
242,1,1,3,False,False,0,0000
243,1,1,3,False,False,0,0000
244,1,1,3,False,False,0,0000
245,1,1,3,False,False,0,0000
246,1,1,3,False,False,0,0000
247,1,1,3,False,False,0,0000
248,1,1,3,False,False,0,0000
249,1,1,3,False,False,0,0000
250,1,1,3,False,False,0,0000
251,1,1,3,False,False,0,0000
252,1,1,3,False,False,0,0000
253,1,1,3,False,False,0,0000
254,1,1,3,False,False,0,0000
255,1,1,3,False,False,0,0000
256,1,1,3,False,False,0,0000
257,1,1,3,False,False,0,0000
258,1,1,3,False,False,0,0000
259,1,1,3,False,False,0,0000
260,1,1,3,False,False,0,0000
261,1,1,3,False,False,0,0000
262,1,1,3,False,False,0,0000
263,1,1,3,False,False,0,0000
264,1,1,3,False,False,0,0000
265,1,1,3,False,False,0,0000
266,1,1,3,False,False,0,0000
267,1,1,3,False,False,0,0000
268,1,1,3,False,False,0,0000
269,1,1,3,False,False,0,0000
270,1,1,3,False,False,0,0000
271,1,1,3,False,False,0,0000
272,1,1,3,False,False,0,0000
273,1,1,3,False,False,0,0000
274,1,1,3,False,False,0,0000
275,1,1,3,False,False,0,0000
276,1,1,3,False,False,0,0000
277,1,1,3,False,False,0,0000
278,1,1,3,False,False,0,0000
279,1,1,3,False,False,0,0000
280,1,1,3,False,False,0,0000
281,1,1,3,False,False,0,0000
282,1,1,3,False,False,0,0000
283,1,1,3,False,False,0,0000
284,1,1,3,False,False,0,0000
285,1,1,3,False,False,0,0000
286,1,1,3,False,False,0,0000
287,1,1,3,False,False,0,0000
288,1,1,3,False,False,0,0000
289,1,1,3,False,False,0,0000
290,1,1,3,False,False,0,0000
291,1,1,3,False,False,0,0000
292,1,1,3,False,False,0,0000
293,1,1,3,False,False,0,0000
294,1,1,3,False,False,0,0000
295,1,1,3,False,False,0,0000
296,1,1,3,False,False,0,0000
297,1,1,3,False,False,0,0000
298,1,1,3,False,False,0,0000
299,1,1,3,False,False,0,0000
300,1,1,3,False,False,0,0000
301,1,1,3,False,False,0,0000
302,1,1,3,False,False,0,0000
303,1,1,3,False,False,0,0000
304,1,1,3,False,False,0,0000
305,1,1,3,False,False,0,0000
306,1,1,3,False,False,0,0000
307,1,1,3,False,False,0,0000
308,1,1,3,False,False,0,0000
309,1,1,3,False,False,0,0000
310,1,1,3,False,False,0,0000
311,1,1,3,False,False,0,0000
312,1,1,3,False,False,0,0000
313,1,1,3,False,False,0,0000
314,1,1,3,False,False,0,0000
315,1,1,3,False,False,0,0000
316,1,1,3,False,False,0,0000
317,1,1,3,False,False,0,0000
318,1,1,3,False,False,0,0000
319,1,1,3,False,False,0,0000
320,1,1,3,False,False,0,0000
321,1,1,3,False,False,0,0000
322,1,1,3,False,False,0,0000
323,1,1,3,False,False,0,0000
324,1,1,3,False,False,0,0000
325,1,1,3,False,False,0,0000
326,1,1,3,False,False,0,0000
327,1,1,3,False,False,0,0000
328,1,1,3,False,False,0,0000
329,1,1,3,False,False,0,0000
330,1,1,3,False,False,0,0000
331,1,1,3,False,False,0,0000
332,1,1,3,False,False,0,0000
333,1,1,3,False,False,0,0000
334,1,1,3,False,False,0,0000
335,1,1,3,False,False,0,0000
336,1,1,3,False,False,0,0000
337,1,1,3,False,False,0,0000
338,1,1,3,False,False,0,0000
339,1,1,3,False,False,0,0000
340,1,1,3,False,False,0,0000
341,1,1,3,False,False,0,0000
342,1,1,3,False,False,0,0000
343,1,1,3,False,False,0,0000
344,1,1,3,False,False,0,0000
345,1,1,3,False,False,0,0000
346,1,1,3,False,False,0,0000
347,1,1,3,False,False,0,0000
348,1,1,3,False,False,0,0000
349,1,1,3,False,False,0,0000
350,1,1,3,False,False,0,0000
351,1,1,3,False,False,0,0000
352,1,1,3,False,False,0,0000
353,1,1,3,False,False,0,0000
354,1,1,3,False,False,0,0000
355,1,1,3,False,False,0,0000
356,1,1,3,False,False,0,0000
357,1,1,3,False,False,0,0000
358,1,1,3,False,False,0,0000
359,1,1,3,False,False,0,0000
360,1,1,3,False,False,0,0000
361,1,1,3,False,False,0,0000
362,1,1,3,False,False,0,0000
363,1,1,3,False,False,0,0000
364,1,1,3,False,False,0,0000
365,1,1,3,False,False,0,0000
366,1,1,3,False,False,0,0000
367,1,1,3,False,False,0,0000
368,1,1,3,False,False,0,0000
369,1,1,3,False,False,0,0000
370,1,1,3,False,False,0,0000
371,1,1,3,False,False,0,0000
372,1,1,3,False,False,0,0000
373,1,1,3,False,False,0,0000
374,1,1,3,False,False,0,0000
375,1,1,3,False,False,0,0000
376,1,1,3,False,False,0,0000
377,1,1,3,False,False,0,0000
378,1,1,3,False,False,0,0000
379,1,1,3,False,False,0,0000
380,1,1,3,False,False,0,0000
381,1,1,3,False,False,0,0000
382,1,1,3,False,False,0,0000
383,1,1,3,False,False,0,0000
0,2,1,3,False,False,0,0000
1,2,1,3,False,False,0,0000
2,2,1,3,False,False,0,0000
3,2,1,3,False,False,0,0000
4,2,1,3,False,False,0,0000
5,2,1,3,False,False,0,0000
6,2,1,3,False,False,0,0000
7,2,1,3,False,False,0,0000
8,2,1,3,False,False,0,0000
9,2,1,3,False,False,0,0000
10,2,1,3,False,False,0,0000
11,2,1,3,False,False,0,0000
12,2,1,3,False,False,0,0000
13,2,1,3,False,False,0,0000
14,2,1,3,False,False,0,0000
15,2,1,3,False,False,0,0000
16,2,1,3,False,False,0,0000
17,2,1,3,False,False,0,0000
18,2,1,3,False,False,0,0000
19,2,1,3,False,False,0,0000
20,2,1,3,False,False,0,0000
21,2,1,3,False,False,0,0000
22,2,1,3,False,False,0,0000
23,2,1,3,False,False,0,0000
24,2,1,3,False,False,0,0000
25,2,1,3,False,False,0,0000
26,2,1,3,False,False,0,0000
27,2,1,3,False,False,0,0000
28,2,1,3,False,False,0,0000
29,2,1,3,False,False,0,0000
30,2,1,3,False,False,0,0000
31,2,1,3,False,False,0,0000
32,2,1,3,False,False,0,0000
33,2,1,3,False,False,0,0000
34,2,1,3,False,False,0,0000
35,2,1,3,False,False,0,0000
36,2,1,3,False,False,0,0000
37,2,1,3,False,False,0,0000
38,2,1,3,False,False,0,0000
39,2,1,3,False,False,0,0000
40,2,1,3,False,False,0,0000
41,2,1,3,False,False,0,0000
42,2,1,3,False,False,0,0000
43,2,1,3,False,False,0,0000
44,2,1,3,False,False,0,0000
45,2,1,3,False,False,0,0000
46,2,1,3,False,False,0,0000
47,2,1,3,False,False,0,0000
48,2,1,3,False,False,0,0000
49,2,1,3,False,False,0,0000
50,2,1,3,False,False,0,0000
